ngo_name,darpan_id,state,district,sector,legal_form,year_of_reg,fcra_status,is_active,source,ngo_age_years,is_old_ngo,fcra_registered,sector_enc,legal_form_enc,state_enc
Vikas Healthcare Samiti,TA/2014/0001420,Tamil Nadu,Tamil Nadu District 17,Healthcare,Section 8 Company,2014,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),11,1,1,5,0,9
Sarva Healthcare Seva Sansthan,TA/2015/0001421,Tamil Nadu,Tamil Nadu District 2,Healthcare,Trust,2015,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),10,0,1,5,2,9
Lok Education Society,TA/2000/0001422,Tamil Nadu,Tamil Nadu District 7,Education,Trust,2000,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,1,3,2,9
Jeevan Environment Foundation,TA/2017/0001423,Tamil Nadu,Tamil Nadu District 7,Environment,Society,2017,Applied,No,NGO Darpan Reference Data (ngodarpan.gov.in),8,0,0,4,1,9
Jeevan Disability Development Institute,TA/1994/0001424,Tamil Nadu,Tamil Nadu District 3,Disability,Section 8 Company,1994,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),31,1,0,1,0,9
Unnati Disability Charitable Trust,TA/1990/0001425,Tamil Nadu,Tamil Nadu District 20,Disability,Section 8 Company,1990,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),35,1,0,1,0,9
Shakti Environment Trust,TA/1996/0001426,Tamil Nadu,Tamil Nadu District 4,Environment,Society,1996,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,1,4,1,9
Swasthya Disability Development Institute,TA/2021/0001427,Tamil Nadu,Tamil Nadu District 19,Disability,Trust,2021,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),4,0,1,1,2,9
Pragati Disability Society,TA/2015/0001428,Tamil Nadu,Tamil Nadu District 2,Disability,Trust,2015,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),10,0,1,1,2,9
Sewa Education Welfare Organization,TA/2007/0001429,Tamil Nadu,Tamil Nadu District 12,Education,Section 8 Company,2007,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),18,1,0,3,0,9
Kalyan Disability Development Institute,TA/1996/0001430,Tamil Nadu,Tamil Nadu District 8,Disability,Trust,1996,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,0,1,2,9
Nav Disability Charitable Trust,TA/1995/0001431,Tamil Nadu,Tamil Nadu District 7,Disability,Section 8 Company,1995,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),30,1,0,1,0,9
Shakti Disability Seva Sansthan,TA/2000/0001432,Tamil Nadu,Tamil Nadu District 3,Disability,Society,2000,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,0,1,1,9
Lok Healthcare Samiti,TA/1991/0001433,Tamil Nadu,Tamil Nadu District 6,Healthcare,Section 8 Company,1991,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),34,1,0,5,0,9
Bal Healthcare Foundation,TA/2013/0001434,Tamil Nadu,Tamil Nadu District 7,Healthcare,Society,2013,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,0,5,1,9
Nav Education Samiti,TA/2013/0001435,Tamil Nadu,Tamil Nadu District 16,Education,Section 8 Company,2013,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,1,3,0,9
Nari Disability Seva Sansthan,TA/2006/0001436,Tamil Nadu,Tamil Nadu District 3,Disability,Trust,2006,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,1,1,2,9
Unnati Healthcare Foundation,TA/2003/0001437,Tamil Nadu,Tamil Nadu District 8,Healthcare,Section 8 Company,2003,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),22,1,0,5,0,9
Bal Environment Development Institute,TA/1990/0001438,Tamil Nadu,Tamil Nadu District 16,Environment,Section 8 Company,1990,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),35,1,1,4,0,9
Nari Healthcare Foundation,TA/2009/0001439,Tamil Nadu,Tamil Nadu District 9,Healthcare,Trust,2009,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,5,2,9
Unnati Environment Charitable Trust,TA/2009/0001440,Tamil Nadu,Tamil Nadu District 17,Environment,Trust,2009,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,1,4,2,9
Unnati Education Trust,TA/2013/0001441,Tamil Nadu,Tamil Nadu District 18,Education,Section 8 Company,2013,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,0,3,0,9
Samaj Disability Development Institute,TA/1994/0001442,Tamil Nadu,Tamil Nadu District 11,Disability,Section 8 Company,1994,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),31,1,1,1,0,9
Sewa Disability Development Institute,TA/2009/0001443,Tamil Nadu,Tamil Nadu District 7,Disability,Section 8 Company,2009,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,1,0,9
Gram Environment Foundation,TA/1998/0001444,Tamil Nadu,Tamil Nadu District 1,Environment,Section 8 Company,1998,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,0,4,0,9
Kalyan Environment Development Institute,TA/1992/0001445,Tamil Nadu,Tamil Nadu District 19,Environment,Trust,1992,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),33,1,0,4,2,9
Manav Disability Welfare Organization,TA/2020/0001446,Tamil Nadu,Tamil Nadu District 12,Disability,Section 8 Company,2020,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),5,0,0,1,0,9
Nari Disability Society,TA/2006/0001447,Tamil Nadu,Tamil Nadu District 18,Disability,Society,2006,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,0,1,1,9
Nari Education Charitable Trust,TA/2009/0001448,Tamil Nadu,Tamil Nadu District 14,Education,Society,2009,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,3,1,9
Sewa Disability Charitable Trust,TA/1997/0001449,Tamil Nadu,Tamil Nadu District 16,Disability,Section 8 Company,1997,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),28,1,1,1,0,9
Manav Women Empowerment Trust,WE/2014/0001450,West Bengal,West Bengal District 17,Women Empowerment,Society,2014,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),11,1,0,10,1,11
Pragati Healthcare Society,WE/2019/0001451,West Bengal,West Bengal District 5,Healthcare,Society,2019,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),6,0,0,5,1,11
Nari Women Empowerment Trust,WE/2001/0001452,West Bengal,West Bengal District 11,Women Empowerment,Trust,2001,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),24,1,0,10,2,11
Asha Rural Development Seva Sansthan,WE/2000/0001453,West Bengal,West Bengal District 19,Rural Development,Society,2000,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,0,7,1,11
Jan Healthcare Trust,WE/2017/0001454,West Bengal,West Bengal District 13,Healthcare,Section 8 Company,2017,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),8,0,0,5,0,11
Jan Education Samiti,WE/2013/0001455,West Bengal,West Bengal District 1,Education,Society,2013,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,0,3,1,11
Lok Education Welfare Organization,WE/2005/0001456,West Bengal,West Bengal District 8,Education,Section 8 Company,2005,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,1,3,0,11
Vikas Healthcare Development Institute,WE/2009/0001457,West Bengal,West Bengal District 6,Healthcare,Society,2009,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,5,1,11
Pragati Rural Development Development Institute,WE/2011/0001458,West Bengal,West Bengal District 14,Rural Development,Trust,2011,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),14,1,0,7,2,11
Jeevan Women Empowerment Charitable Trust,WE/2000/0001459,West Bengal,West Bengal District 13,Women Empowerment,Trust,2000,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,0,10,2,11
Gram Healthcare Society,WE/2022/0001460,West Bengal,West Bengal District 6,Healthcare,Section 8 Company,2022,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),3,0,1,5,0,11
Pragati Rural Development Samiti,WE/1993/0001461,West Bengal,West Bengal District 4,Rural Development,Section 8 Company,1993,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),32,1,0,7,0,11
Asha Education Foundation,WE/1997/0001462,West Bengal,West Bengal District 18,Education,Trust,1997,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),28,1,0,3,2,11
Jeevan Education Welfare Organization,WE/1996/0001463,West Bengal,West Bengal District 17,Education,Trust,1996,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,0,3,2,11
Samaj Women Empowerment Society,WE/1997/0001464,West Bengal,West Bengal District 10,Women Empowerment,Society,1997,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),28,1,0,10,1,11
Swasthya Healthcare Seva Sansthan,WE/2006/0001465,West Bengal,West Bengal District 17,Healthcare,Section 8 Company,2006,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,1,5,0,11
Vikas Rural Development Samiti,WE/2021/0001466,West Bengal,West Bengal District 7,Rural Development,Society,2021,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),4,0,1,7,1,11
Jan Healthcare Charitable Trust,WE/1995/0001467,West Bengal,West Bengal District 4,Healthcare,Society,1995,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),30,1,1,5,1,11
Jan Education Society,WE/1996/0001468,West Bengal,West Bengal District 9,Education,Section 8 Company,1996,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,1,3,0,11
Nav Rural Development Development Institute,WE/2001/0001469,West Bengal,West Bengal District 2,Rural Development,Trust,2001,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),24,1,1,7,2,11
Vikas Women Empowerment Charitable Trust,WE/1992/0001470,West Bengal,West Bengal District 1,Women Empowerment,Section 8 Company,1992,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),33,1,1,10,0,11
Nari Rural Development Charitable Trust,WE/2007/0001471,West Bengal,West Bengal District 3,Rural Development,Trust,2007,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),18,1,0,7,2,11
Sewa Education Society,WE/2019/0001472,West Bengal,West Bengal District 9,Education,Trust,2019,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),6,0,0,3,2,11
Jan Healthcare Samiti,WE/1993/0001473,West Bengal,West Bengal District 6,Healthcare,Society,1993,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),32,1,1,5,1,11
Manav Women Empowerment Seva Sansthan,WE/2012/0001474,West Bengal,West Bengal District 20,Women Empowerment,Society,2012,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),13,1,0,10,1,11
Jeevan Women Empowerment Seva Sansthan,WE/2018/0001475,West Bengal,West Bengal District 2,Women Empowerment,Society,2018,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),7,0,0,10,1,11
Sewa Healthcare Foundation,WE/1996/0001476,West Bengal,West Bengal District 14,Healthcare,Section 8 Company,1996,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,0,5,0,11
Gram Rural Development Seva Sansthan,WE/2014/0001477,West Bengal,West Bengal District 5,Rural Development,Section 8 Company,2014,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),11,1,0,7,0,11
Sarva Education Foundation,WE/2022/0001478,West Bengal,West Bengal District 16,Education,Section 8 Company,2022,Applied,No,NGO Darpan Reference Data (ngodarpan.gov.in),3,0,0,3,0,11
Nari Women Empowerment Trust,WE/2007/0001479,West Bengal,West Bengal District 2,Women Empowerment,Trust,2007,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),18,1,1,10,2,11
Sarva Women Empowerment Samiti,WE/2018/0001480,West Bengal,West Bengal District 19,Women Empowerment,Society,2018,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),7,0,1,10,1,11
Jan Rural Development Seva Sansthan,WE/1991/0001481,West Bengal,West Bengal District 4,Rural Development,Society,1991,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),34,1,0,7,1,11
Pragati Education Foundation,WE/2009/0001482,West Bengal,West Bengal District 17,Education,Section 8 Company,2009,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,3,0,11
Nav Rural Development Charitable Trust,WE/2019/0001483,West Bengal,West Bengal District 11,Rural Development,Society,2019,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),6,0,0,7,1,11
Samaj Rural Development Seva Sansthan,WE/1996/0001484,West Bengal,West Bengal District 8,Rural Development,Section 8 Company,1996,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,0,7,0,11
Vikas Rural Development Development Institute,WE/2000/0001485,West Bengal,West Bengal District 16,Rural Development,Section 8 Company,2000,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,1,7,0,11
Shakti Rural Development Trust,WE/1997/0001486,West Bengal,West Bengal District 13,Rural Development,Section 8 Company,1997,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),28,1,1,7,0,11
Bal Education Charitable Trust,WE/1997/0001487,West Bengal,West Bengal District 15,Education,Trust,1997,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),28,1,1,3,2,11
Manav Women Empowerment Society,WE/1993/0001488,West Bengal,West Bengal District 18,Women Empowerment,Society,1993,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),32,1,0,10,1,11
Manav Healthcare Seva Sansthan,WE/1998/0001489,West Bengal,West Bengal District 4,Healthcare,Section 8 Company,1998,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,0,5,0,11
Samaj Women Empowerment Charitable Trust,WE/2005/0001490,West Bengal,West Bengal District 9,Women Empowerment,Trust,2005,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,0,10,2,11
Sewa Women Empowerment Development Institute,WE/2022/0001491,West Bengal,West Bengal District 10,Women Empowerment,Society,2022,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),3,0,1,10,1,11
Sarva Healthcare Charitable Trust,WE/2008/0001492,West Bengal,West Bengal District 12,Healthcare,Society,2008,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),17,1,1,5,1,11
Jeevan Rural Development Society,WE/2012/0001493,West Bengal,West Bengal District 18,Rural Development,Section 8 Company,2012,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),13,1,1,7,0,11
Manav Rural Development Samiti,WE/1996/0001494,West Bengal,West Bengal District 1,Rural Development,Trust,1996,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,0,7,2,11
Pragati Healthcare Foundation,WE/2000/0001495,West Bengal,West Bengal District 10,Healthcare,Trust,2000,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,0,5,2,11
Jeevan Rural Development Foundation,WE/1992/0001496,West Bengal,West Bengal District 12,Rural Development,Society,1992,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),33,1,0,7,1,11
Swasthya Women Empowerment Welfare Organization,WE/2008/0001497,West Bengal,West Bengal District 2,Women Empowerment,Society,2008,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),17,1,0,10,1,11
Unnati Rural Development Samiti,WE/2006/0001498,West Bengal,West Bengal District 7,Rural Development,Section 8 Company,2006,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,1,7,0,11
Nav Rural Development Welfare Organization,WE/2002/0001499,West Bengal,West Bengal District 7,Rural Development,Section 8 Company,2002,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),23,1,0,7,0,11
Nari Education Trust,MA/1997/0001500,Madhya Pradesh,Madhya Pradesh District 13,Education,Society,1997,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),28,1,0,3,1,5
Sahyog Education Development Institute,MA/2006/0001501,Madhya Pradesh,Madhya Pradesh District 1,Education,Society,2006,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,0,3,1,5
Jeevan Education Foundation,MA/2009/0001502,Madhya Pradesh,Madhya Pradesh District 16,Education,Trust,2009,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,3,2,5
Sarva Rural Development Charitable Trust,MA/2004/0001503,Madhya Pradesh,Madhya Pradesh District 6,Rural Development,Section 8 Company,2004,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),21,1,0,7,0,5
Lok Healthcare Society,MA/1995/0001504,Madhya Pradesh,Madhya Pradesh District 12,Healthcare,Section 8 Company,1995,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),30,1,0,5,0,5
Bal Tribal Affairs Charitable Trust,MA/2020/0001505,Madhya Pradesh,Madhya Pradesh District 18,Tribal Affairs,Trust,2020,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),5,0,1,9,2,5
Asha Tribal Affairs Trust,MA/2005/0001506,Madhya Pradesh,Madhya Pradesh District 2,Tribal Affairs,Trust,2005,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,1,9,2,5
Sewa Rural Development Samiti,MA/2008/0001507,Madhya Pradesh,Madhya Pradesh District 1,Rural Development,Trust,2008,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),17,1,1,7,2,5
Vikas Healthcare Seva Sansthan,MA/2002/0001508,Madhya Pradesh,Madhya Pradesh District 11,Healthcare,Society,2002,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),23,1,1,5,1,5
Swasthya Rural Development Society,MA/2003/0001509,Madhya Pradesh,Madhya Pradesh District 14,Rural Development,Section 8 Company,2003,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),22,1,1,7,0,5
Bal Rural Development Samiti,MA/1991/0001510,Madhya Pradesh,Madhya Pradesh District 15,Rural Development,Section 8 Company,1991,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),34,1,0,7,0,5
Pragati Rural Development Trust,MA/2006/0001511,Madhya Pradesh,Madhya Pradesh District 18,Rural Development,Society,2006,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,1,7,1,5
Gram Healthcare Development Institute,MA/2015/0001512,Madhya Pradesh,Madhya Pradesh District 14,Healthcare,Trust,2015,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),10,0,0,5,2,5
Unnati Rural Development Trust,MA/1994/0001513,Madhya Pradesh,Madhya Pradesh District 19,Rural Development,Section 8 Company,1994,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),31,1,0,7,0,5
Shiksha Rural Development Charitable Trust,MA/2009/0001514,Madhya Pradesh,Madhya Pradesh District 20,Rural Development,Trust,2009,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,7,2,5
Nav Healthcare Samiti,MA/2000/0001515,Madhya Pradesh,Madhya Pradesh District 18,Healthcare,Section 8 Company,2000,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),25,1,1,5,0,5
Unnati Education Development Institute,MA/2013/0001516,Madhya Pradesh,Madhya Pradesh District 1,Education,Trust,2013,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,0,3,2,5
Sarva Rural Development Society,MA/2015/0001517,Madhya Pradesh,Madhya Pradesh District 18,Rural Development,Society,2015,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),10,0,1,7,1,5
Shiksha Education Development Institute,MA/2012/0001518,Madhya Pradesh,Madhya Pradesh District 7,Education,Section 8 Company,2012,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),13,1,0,3,0,5
Lok Education Society,MA/2006/0001519,Madhya Pradesh,Madhya Pradesh District 7,Education,Society,2006,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,1,3,1,5
Manav Healthcare Foundation,MA/2008/0001520,Madhya Pradesh,Madhya Pradesh District 3,Healthcare,Section 8 Company,2008,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),17,1,0,5,0,5
Bal Tribal Affairs Seva Sansthan,MA/2005/0001521,Madhya Pradesh,Madhya Pradesh District 4,Tribal Affairs,Trust,2005,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,1,9,2,5
Shiksha Tribal Affairs Welfare Organization,MA/2009/0001522,Madhya Pradesh,Madhya Pradesh District 19,Tribal Affairs,Trust,2009,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),16,1,0,9,2,5
Manav Tribal Affairs Charitable Trust,MA/2010/0001523,Madhya Pradesh,Madhya Pradesh District 8,Tribal Affairs,Trust,2010,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),15,1,1,9,2,5
Shakti Tribal Affairs Development Institute,MA/2011/0001524,Madhya Pradesh,Madhya Pradesh District 16,Tribal Affairs,Society,2011,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),14,1,0,9,1,5
Vikas Healthcare Development Institute,MA/1995/0001525,Madhya Pradesh,Madhya Pradesh District 9,Healthcare,Section 8 Company,1995,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),30,1,1,5,0,5
Jeevan Tribal Affairs Welfare Organization,MA/1994/0001526,Madhya Pradesh,Madhya Pradesh District 3,Tribal Affairs,Section 8 Company,1994,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),31,1,0,9,0,5
Lok Healthcare Foundation,MA/1992/0001527,Madhya Pradesh,Madhya Pradesh District 18,Healthcare,Section 8 Company,1992,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),33,1,1,5,0,5
Sarva Education Seva Sansthan,MA/2008/0001528,Madhya Pradesh,Madhya Pradesh District 5,Education,Trust,2008,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),17,1,0,3,2,5
Lok Healthcare Trust,MA/2005/0001529,Madhya Pradesh,Madhya Pradesh District 20,Healthcare,Trust,2005,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),20,1,0,5,2,5
Lok Healthcare Society,MA/1999/0001530,Madhya Pradesh,Madhya Pradesh District 16,Healthcare,Society,1999,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),26,1,1,5,1,5
Pragati Healthcare Welfare Organization,MA/2013/0001531,Madhya Pradesh,Madhya Pradesh District 8,Healthcare,Society,2013,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,1,5,1,5
Bal Healthcare Charitable Trust,MA/1992/0001532,Madhya Pradesh,Madhya Pradesh District 2,Healthcare,Trust,1992,Applied,No,NGO Darpan Reference Data (ngodarpan.gov.in),33,1,0,5,2,5
Sewa Tribal Affairs Trust,MA/2001/0001533,Madhya Pradesh,Madhya Pradesh District 13,Tribal Affairs,Section 8 Company,2001,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),24,1,1,9,0,5
Vikas Tribal Affairs Trust,MA/2004/0001534,Madhya Pradesh,Madhya Pradesh District 17,Tribal Affairs,Trust,2004,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),21,1,0,9,2,5
Vikas Healthcare Seva Sansthan,MA/1998/0001535,Madhya Pradesh,Madhya Pradesh District 15,Healthcare,Section 8 Company,1998,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,1,5,0,5
Shiksha Education Development Institute,MA/2013/0001536,Madhya Pradesh,Madhya Pradesh District 20,Education,Society,2013,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,1,3,1,5
Swasthya Healthcare Welfare Organization,MA/2020/0001537,Madhya Pradesh,Madhya Pradesh District 16,Healthcare,Trust,2020,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),5,0,0,5,2,5
Manav Healthcare Society,MA/1998/0001538,Madhya Pradesh,Madhya Pradesh District 19,Healthcare,Society,1998,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,1,5,1,5
Jeevan Education Foundation,MA/2001/0001539,Madhya Pradesh,Madhya Pradesh District 17,Education,Society,2001,Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),24,1,1,3,1,5
Samaj Tribal Affairs Foundation,MA/2020/0001540,Madhya Pradesh,Madhya Pradesh District 16,Tribal Affairs,Society,2020,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),5,0,1,9,1,5
Shakti Education Society,MA/2006/0001541,Madhya Pradesh,Madhya Pradesh District 6,Education,Section 8 Company,2006,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),19,1,0,3,0,5
Sewa Rural Development Seva Sansthan,MA/1998/0001542,Madhya Pradesh,Madhya Pradesh District 4,Rural Development,Society,1998,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),27,1,0,7,1,5
Lok Education Samiti,MA/2020/0001543,Madhya Pradesh,Madhya Pradesh District 20,Education,Section 8 Company,2020,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),5,0,1,3,0,5
Sarva Rural Development Trust,MA/1990/0001544,Madhya Pradesh,Madhya Pradesh District 14,Rural Development,Trust,1990,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),35,1,0,7,2,5
Vikas Healthcare Foundation,MA/2020/0001545,Madhya Pradesh,Madhya Pradesh District 13,Healthcare,Society,2020,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),5,0,0,5,1,5
Manav Healthcare Trust,MA/2004/0001546,Madhya Pradesh,Madhya Pradesh District 3,Healthcare,Society,2004,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),21,1,1,5,1,5
Sarva Tribal Affairs Samiti,MA/1990/0001547,Madhya Pradesh,Madhya Pradesh District 19,Tribal Affairs,Society,1990,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),35,1,1,9,1,5
Lok Healthcare Foundation,MA/2010/0001548,Madhya Pradesh,Madhya Pradesh District 14,Healthcare,Section 8 Company,2010,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),15,1,1,5,0,5
Jeevan Tribal Affairs Samiti,MA/2017/0001549,Madhya Pradesh,Madhya Pradesh District 19,Tribal Affairs,Trust,2017,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),8,0,0,9,2,5
Sahyog Rural Development Samiti,BI/2020/0001550,Bihar,Bihar District 6,Rural Development,Trust,2020,Not Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),5,0,0,7,2,0
Sarva Healthcare Seva Sansthan,BI/2015/0001551,Bihar,Bihar District 5,Healthcare,Trust,2015,Not Registered,No,NGO Darpan Reference Data (ngodarpan.gov.in),10,0,0,5,2,0
Swasthya Women Empowerment Welfare Organization,BI/1996/0001552,Bihar,Bihar District 7,Women Empowerment,Section 8 Company,1996,Applied,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),29,1,0,10,0,0
Sewa Rural Development Foundation,BI/1990/0001553,Bihar,Bihar District 3,Rural Development,Trust,1990,Applied,No,NGO Darpan Reference Data (ngodarpan.gov.in),35,1,0,7,2,0
Jan Education Samiti,BI/2013/0001554,Bihar,Bihar District 3,Education,Society,2013,Registered,Yes,NGO Darpan Reference Data (ngodarpan.gov.in),12,1,1,3,1,0
